REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
BSH82,05-May,9 months ago on,I have been scouting for a decent beach resort on ECR for almost a month and finally chose this 1. I had booked for 3 nights. Room was very spacious and well maintained. It gave all of us a sense of newness. We chose AP plan as we …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
14Bajji,05-May,6 months ago on,"Had a great experience for a short leisure stay, which left us longing for more. Main advantage is the attached beach with its restaurant. A good experience in the spa as well. Would definitely recommend for a relaxing weekend stay.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
tnnisha28,05-May,a year ago on,"We visited with our 2.5 yo toddler and the 1 kindly provided us with toddler cot upon request. The beach was super clean, although it seems the tide is always high in this beach. Room service was prompt and the food quality and taste …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Rajasekar Perumalsamy,05-May,3 months ago on,"Indulge in the epitome of beach side opulence at this luxurious resort, where the extraordinary culinary offerings elevate the dining experience to unparalleled heights, creating a symphony of flavors against the backdrop of sun-kissed shores","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Bani@20,05-May,a year ago on,We thoroughly enjoyed our stay at the Intercontinental. Excellent property and ambience. The rooms are very well maintained and well equipped. The staff has been extremely friendly and excellent service. From check in to check out …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Gyanendra Rout,05-May,8 months ago on,"I had an excellent stay at the resort. I did a Jet lag massage at the SPA, and it was one of the best and exhilarating experience. The therapist Seema was very professional and courteous. She knew what she was doing and provided a great …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Aadav,05-May,a month ago on,My friend's family and my family stayed here on the occasion of my friend's birthday. The stay was fun-filled and memorable right from the beginning to the end.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anju meer,05-May,a month ago on,"Excellent place to stay for vacations , and it's services was too good, staff was very friendly and welcoming , arrival experience was superb and amazing,  overall experience was very good and recommended for future stay.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Damodaran Ramaswamy,04-May,7 months ago on,"Good place have leisure family time.
Booked for dinner. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Aarthy,05-May,7 months ago on,"Had a comfortable stay. In room service was on-time and staff were super friendly and accommodating. They even helped arrange transportation for local sightseeing. Had excellent options offered for breakfast. Overall, had a pleasant stay & would definitely recommend this place!","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Jijo John,05-May,a month ago on,Great place for stay. It has good ambience and good choice of food. It's a good place to stay with family.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
RagavTM,05-May,9 months ago on,"This probably is the best beach resort in Mahabalipuram, what makes this place great are the staff. Worldclass service, worldclass rooms. Special mention to Sristi for asking how can we do better to make it more special, even when i told …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Achuthan Nair,04-May,a month ago on,Came for a marriage reception... Didn't really feel like a 5 star 1.. fountains or little ponds had unclean water..,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anu jay,04-May,6 months ago on,It was very happy and wholesome experience for me. I booked this place for my son's birthday . From the start to till the end all the staffs in the resort pampered my son with wishes and pastries :) Perfect location for photoshoot . …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Vchhablani,04-May,a year ago on,"It was an amazing experience staying at intercontinental. 

The property is beautiful and highly maintained, the location is amazing and the …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Rajkumar Chellamuthu,05-May,10 months ago on,"Excellent food at the Chinese restaurant. Awesome. One of the authentic Chinese restaurant in ECR . Taste their rice varieties without fail , you will see the difference. We were a group of 7 and all of us enjoyed it. Superb and Strong F&B …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Bharathirajan,05-May,7 months ago on,"I recently had the pleasure of staying at the Intercontinental 1, and I must say it exceeded all my expectations. I was greeted by the friendly and professional staff who made me feel right at home. The food was top notch. I would …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
ankitsomeone18,05-May,9 months ago on,I would like to thank the whole team of IHG Chennai for such warm welcome and amazing hospitality. …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Dany J,04-May,6 months ago on,Went here for a official team event and was surprised such a 1 existed in ECR. While walking to our venue i got the chance to look at the rooms.. the rooms are built around an artificial lake which looked nice. Our event was held in an open area and that was great too.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
subbu venky,01-May,5 months ago on,"The worst 1 to have an event/wedding in. Highly non corporative staff, rundown down facilities and overall poor service. Sad to see an Intercontinental property presented in this manner.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Preeti Arora,03-May,a month ago on,The melting pot restaurant manager was incourteous and spoiled our experience.. rest of the 1 is decent.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Priyanka Sharma,04-May,4 months ago on,It’s was an amazing experience.. I was visiting with my 10month baby and was worried abt his food .. but Har singh the chef helped a lot with his food .. total experience was good .. all the staff were very helpful special thanks to Har singh ji…,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Balaji Jayaraman,01-May,4 months ago on,"VERY BAD EXPERIENCE
Me and my friends went to have a dinner last 2 days back in their KOKO MO TIKI SHAck After hearing a lot in social media and from friends but I frankly say …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Lonewolf,05-May,a year ago on,"We recently had a business meeting at Intercontinental and had an absolutely amazing experience. The location is breathtaking, with stunning views of the ocean and plenty of opportunities to relax and unwind. The rooms are spacious and …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
adroit91,05-May,a year ago on,"The stay was excellent. With Mr. Subhasis at the front desk, Mr. Ram at the restaurant and Ms. Priya at the recreation room along with all the other staff taking excellent care of us as well as children. The Suite room was extremely well …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Ashish,04-May,9 months ago on,"Except dinner st beach side, which became cold and not eatable at all, everything was good.
Rooms along with washroom were clean & well equipped. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Niranjan M,05-May,8 months ago on,"Intercontinental Chennai is breathtaking, with stunning views of the ocean and plenty of opportunities to relax and unwind. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anonymous,04-May,10 months ago on,"As stated earlier, the rooms were not clean. Even after changing the room once, we had to call housekeeping to clean curtains. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Raghu Nandagiri,01-May,6 months ago on,"Overall average experience, but poor guest service, check in delayed for almost 2 hours, torn bed sheets, leakages from roof. The restaurant spread is good but mostly bland food. Restaurant Staff could be a little polite","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Gowthamn1989,05-May,9 months ago on,Had fun staying with my family and had a good time at the shack. The welcoming was quite a different experience. Great breakfast spread. I had stayed here before but had the same question as before - Why do the bathrooms not have a lock?,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Delphi in India “小石頭”,05-May,5 months ago on,"No staying in the 1, only through by.
The beach is beautiful and there is a small bar nearby. Many foreigner here, thanks for this good place that give a chill afternoon.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Gagan Kapoor,05-May,8 months ago on,"I recently had the pleasure of staying at the Intercontinental 1 on ECR Road in Mahabalipuram, and I must say it was a wonderful experience. From the moment I stepped foot in the 1, I was impressed by its spaciousness and …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Shashikanth M S,04-May,5 months ago on,"Went for a Dinner outing. They have around 3 restaurants in the property. 1 on beach, 1 a Chinese and 1 other. Food and pricing on expected 5 star rates. Food also Good.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
kavya prasad,05-May,11 months ago on,One of the best resorts in Chennai. We had an amazing stay. Rooms were great and their interior designing and architecture were to the point. Great rooms and excellent service. Had a pleasant stay. …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
CSR1974,04-May,2 months ago on,"I have already provided more than sufficient feedback in various sections of this form; if you bother to read it, you will understand my frustrations - even more first rating, is the fact that I have to key at least fifty words more in this section - just so I can progress to actually submit it? Very poor.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Arun,04-May,8 months ago on,This is a beautiful property on ECR with a lovely view of the sea and a well equipped 1. The food is also very good and the staff are very friendly and always ready to help. We had a truly amazing stay at this 1.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anusuya,04-May,6 months ago on,"staffs ""balaganesh"" and ""Altaf"" made our stay memorable one. The catered our needs and made arrangements accordingly. Overall I had very good experience and will recommend for my friends and family.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Alishan,05-May,a year ago on,"Overall property is excellent and good for relaxing and romantic experience.  Staff is great with excellent customer service. If you are fond of vegetarian food, Melting pot is your destination, it offers wide variety of options with great …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Mounika GV,05-May,a year ago on,Myself and my husband we visited Mahabalipuram for the first time and Intercontinental Mahabalipuram gave us a lot of memories. The stay was so luxurious. I need to give a shout out to the staff. We had such a warm welcome and the staff is …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Roshdr,05-May,10 months ago on,There are plenty of positive aspects that negate the few nitpicks especially with the bathroom/restroom/wardrobe privacy space and the sound proofing. (external footsteps are audible from the room) …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
ram kumar,05-May,2 months ago on,"Best beach resort
5 star facility
Private beach …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Kesav Bharadwaj R,05-May,a year ago on,"We stayed there for a night and the entire experience was wonderful. My kid thoroughly enjoyed the play area, swimming pool and private beach. Rooms were clean and the spacious bathtub was the highlight. We tried Tao of Peng restaurant and …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Venba,05-May,8 months ago on,"Our kids had enjoyed the stay in 1 and Beach. Very friendly staff and Warm and cozy environment, which we enjoyed with family. Kids loved and had a choice of  variety of food at restaurant for dinner and breakfast.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Ts Narayanan,05-May,a year ago on,Excellent ambiance and extremely good food. Courteous staffs and highly clean environment. We tried the melting pot restaurant and menu price was reasonable. The resort has children play area and recreational area. Mini bar present in the beach side. Swimming pool depth is of 4 feet.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anonymous,05-May,10 months ago on,"Great hospitality and high class experience.
The beach is clean and overall the property is safe to stay.
Front desk and the staffs are more welcoming and made sure that guests are felt special. The ambience is really great.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Mike Ross,05-May,8 months ago on,"Absolutely amazing experience. I highly recommend Intercontinental to anyone looking for a beautiful and relaxing getaway. Whether you're traveling with family, friends, or for a business outbound, this resort has something for everyone. Thank you for a fantastic stay!","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
GOWTHAMI,05-May,10 months ago on,"Best place I’ve stayed in a long time. Courteous staffs, clean and very well maintained property. Warm welcome and great hospitality with good food. Recommended to all kind of staycation and a must try stay it is. Best experience ever.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Martin Melkisidak,05-May,4 months ago on,👍 awesome reception & wonderful platter of menu for weekday buffet. Tasty & belly filling food 👍 …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Hafeesh Fazulu Rahman,05-May,9 months ago on,"Pros
Excelent hospitality.
5 star accomadation. Rooms were superb with bathtub n all. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
